document_id,template,sample,rotate_degree,condition,font color,fonts,Clarity Level,note
template_6_sample_1_mixed_handwriting,6,1,180,phone +overlay,black,Candia Script Font,Blurry,"Crumple paper, filters"
template_6_sample_2_mixed_handwriting,6,2,270,scan,black,Canonatia,Clear,"5 layer folder,filters"
template_6_sample_3_mixed_handwriting,6,3,90,phone ,black,Caramella,Unreadable,"Fold the paper, highlighter, 600 pixel"
template_6_sample_5_mixed_handwriting,6,5,90,scan,black,Cherolina,Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_7_sample_3_mixed_handwriting,7,3,90,scan ,black,Febyetska,Blurry,"highlighter,  600 pixel"
template_7_sample_4_mixed_handwriting,7,4,180,scan ,black,Hamilton,Blurry,"Crumple paper, 600 pixel, 5 layer folder"
template_7_sample_5_mixed_handwriting,7,5,90,phone ,black,Herlyna,Unreadable,"Hand effects, light and shadow"
template_7_sample_8_mixed_handwriting,7,8,270,phone ,black,Misano Adriatico_3,Blurry,"Different degree angle, 600 pixel"
template_8_sample_4_mixed_handwriting,8,4,90,phone ,black,Peacelove,Unreadable,"Crumple paper, filters"
template_8_sample_5_mixed_handwriting,8,6,270,phone ,dark blue,Presidente,Blurry,"Fold the paper,  600 pixel"
template_8_sample_7_mixed_handwriting,8,7,90,scan ,black,Qhueeny Signature,Unreadable,"Crumple paper, 600 pixel, 5 layer folder"
template_8_sample_8_mixed_handwriting,8,8,270,scan ,black,Quentin,Blurry,"highlighter,  600 pixel"
template_9_sample_1_mixed_table,9,1,92,scan,black,Aptos (Body),Clear,"5 layer folder,filters"
template_9_sample_2_mixed_table,9,2,180,scan ,black,Aptos (Body),Clear,"highlighter,  600 pixel"
template_9_sample_3_mixed_table,9,3,270,phone ,black,Aptos (Body),Clear,"filters, light"
template_9_sample_4_mixed_table,9,4,0,phone ,black,Aptos (Body),Clear," 600 pixel, light and shadow"
template_10_sample_3_mixed_table,10,3,90,phone ,black,Aptos (Body),Clear,"hand effects, light and shadow"
template_10_sample_4_mixed_table,10,4,0,phone ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel"
template_10_sample_5_mixed_table,10,5,90,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_10_sample_6_mixed_table,10,6,270,phone ,black,Aptos (Body),Clear,"highlighter,  600 pixel"
template_11_sample_4_mixed_table,11,4,270,phone ,black,Aptos (Body),Clear,"Crumple paper, filters"
template_11_sample_5_mixed_table,11,5,90,phone ,black,Aptos (Body),Clear,"Hand effects, light and shadow"
template_11_sample_6_mixed_table,11,6,180,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_11_sample_8_mixed_table,11,8,0,scan ,black,Aptos (Body),Clear,"Fold the paper,highlighter,  600 pixel"
template_12_sample_1_mixed_table,12,1,180,phone ,black,Aptos (Body),Clear," Crumple paper, 600 pixel"
template_12_sample_2_mixed_table,12,2,90,scan ,black,Aptos (Body),Clear,"Crumple paper, 5 layer folder,filters"
template_12_sample_3_mixed_table,12,3,180,scan ,black,Aptos (Body),Clear," 600 pixel, 5 layer folder"
template_12_sample_8_mixed_table,12,8,0,phone ,black,Aptos (Body),Clear,"Hand effects, light and shadow"
template_13_sample_3_mixed_table,13,3,270,phone ,black,Aptos (Body),Clear,"Fold the paper, highlighter, 600 pixel"
template_13_sample_4_mixed_table,13,4,90,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_13_sample_5_mixed_table,13,5,270,scan ,black,Aptos (Body),Clear,"Fold the paper,highlighter,  600 pixel"
template_13_sample_6_mixed_table,13,6,90,phone ,black,Aptos (Body),Clear,"Fold the paper,  600 pixel"
template_14_sample_5_mixed_table,14,5,0,phone,black,Aptos (Body),Clear,"Fold the paper, Hand effects, light and shadow"
template_14_sample_6_mixed_table,14,6,90,scan ,black,Aptos (Body),Clear,"5 layer folder,filters"
template_14_sample_7_mixed_table,14,7,180,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_14_sample_8_mixed_table,14,8,270,phone ,black,Aptos (Body),Clear,"Highlighter,  600 pixel"
template_15_sample_5_mixed_table,15,5,270,phone ,black,Aptos (Body),Clear,"Different degree angle, 600 pixel"
template_15_sample_6_mixed_table,15,6,180,phone ,black,Aptos (Body),Clear,"Hand effects, light and shadow"
template_15_sample_7_mixed_table,15,7,90,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_15_sample_8_mixed_table,15,8,0,scan ,black,Aptos (Body),Clear,"Fold the paper,highlighter,  600 pixel"
template_16_sample_5_mixed_table,16,5,90,phone ,black,Aptos (Body),Clear,"Crumple paper, filters"
template_16_sample_6_mixed_table,16,6,0,phone ,black,Aptos (Body),Clear,"Fold the paper,  600 pixel"
template_16_sample_7_mixed_table,16,7,270,scan ,black,Aptos (Body),Clear,"Crumple paper, 600 pixel, 5 layer folder"
template_16_sample_8_mixed_table,16,8,180,scan ,black,Aptos (Body),Clear,"Fold the paper,highlighter,  600 pixel"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
